#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
4.75,27,94.093781
21.7,68,94.170104
11.9,61,94.234606
13.55,62,94.300358
62.45,68,94.374162
57.05,57,94.434535
30.8,77,94.51873
5.65,51,94.575229
15.6,57,94.639193
4.75,55,94.980965
12.25,55,95.038724
18.95,68,95.111032
20.3,77,95.194799
24.0,55,95.254456
7.2,58,95.317695
25.85,57,95.379463
-25.35,16,95.397769
27.95,70,95.470859
3.25,60,95.53666
41.0,70,95.610844
59.5,70,95.685162
21.3,60,95.753817
60.55,68,95.828121
-15.2,27,95.857617
26.75,65,95.924483
15.05,69,95.995794
7.8,52,96.053403
31.25,55,96.111255
19.2,56,96.173023
28.5,70,96.24789
6.65,56,96.307125
66.0,70,96.386101
23.65,65,96.460691
-2.4,49,96.513094
44.55,52,96.567932
18.65,55,96.628058
10.65,51,96.684315
10.0,63,96.750241
44.6,57,96.80846
5.3,57,96.868122
16.55,62,96.929148
47.8,62,96.995701
13.0,55,97.058466
59.2,53,97.112388
32.0,55,97.460946
19.35,63,97.534603
57.6,69,97.612961
3.1,49,97.668655
16.1,52,97.728666
7.75,51,97.781209
67.25,65,99.10527
-3.85,51,99.160329
-2.15,50,99.219402
16.9,70,99.298161
5.45,58,99.359869
66.5,65,99.432284
57.55,52,99.488294
31.85,77,99.576601
16.05,57,99.647832
9.95,58,99.714432
26.15,55,99.770034
6.6,49,99.823396
16.5,65,99.891352
68.5,65,99.958339
15.4,56,100.017375
-16.1,26,100.045196
59.35,70,100.12231
24.55,65,100.189816
34.35,63,100.260458
31.5,70,100.338558
9.55,52,100.398135
53.85,51,100.457604
10.95,63,100.527062
17.9,52,100.583058
52.0,70,100.660334
24.8,37,100.699966
11.45,71,100.773696
0.5,50,100.824842
7.0,55,100.880897
25.25,70,101.241406
25.35,49,101.296669
12.6,70,101.375541
29.9,51,101.432851
41.5,70,101.513723
47.2,68,101.590634
28.3,68,101.662638
42.4,51,101.722191
12.05,52,101.775511
45.25,65,101.84658
27.8,51,101.900441
28.3,57,101.963471
36.3,62,102.032544
29.15,63,102.101029
-1.3,52,102.156464
19.4,56,102.216504
3.95,58,102.277002
64.35,70,102.351717
44.95,56,102.40952
12.4,56,102.475156
18.95,49,102.527973
11.4,70,102.602074
5.9,56,102.664771
17.45,43,102.714805
22.35,69,102.786496
18.55,69,102.859103
10.55,63,102.924785
27.65,56,102.983309
47.2,68,103.05637
12.35,15,103.073284
65.0,55,103.130127
-2.55,38,103.171689
15.15,56,103.235546
8.1,62,103.305924
31.75,70,103.385309
1.85,49,103.436428
27.0,70,103.801285
56.8,57,103.861954
57.0,55,103.923941
1.8,52,103.984779
4.65,55,104.047937
20.25,56,104.111682
15.9,70,104.189837
11.05,55,104.250916
-9.5,43,104.298695
11.45,58,104.364925
32.4,40,104.410048
14.35,69,104.485346
23.1,69,104.562009
0.95,56,104.621171
32.05,52,104.67846
9.95,58,104.739977
70.1,65,104.804013
34.45,50,104.855242
28.75,70,104.927267
61.4,51,104.980493
7.6,49,105.0357
-16.6,26,105.063389
7.6,61,105.128445
3.7,54,105.185299
8.5,56,105.24413
12.5,59,105.30665
40.95,43,105.352245
16.8,62,105.416403
43.7,68,105.489661
-5.75,49,105.542231
17.25,52,105.600488
45.1,59,105.663308
19.9,51,105.72106
10.3,57,105.782536
11.6,69,105.852811
4.45,56,105.913748
47.9,55,106.257262
34.65,57,106.324054
15.15,69,106.397837
18.55,52,106.455831
3.1,49,106.515991
8.9,57,106.577416
6.6,54,106.637102
46.0,65,106.7094
-0.55,54,106.766637
-20.85,27,106.795461
44.25,55,106.852172
8.55,52,106.904773
50.9,69,106.974647
18.55,62,107.04103
3.3,52,107.096609
23.85,55,107.156079
26.75,65,107.224627
36.45,56,107.287308
21.4,56,107.346308
24.35,65,107.413781
-9.1,52,107.469328
44.55,52,107.530057
11.5,38,107.573155
39.15,70,107.647386
65.85,69,107.723163
13.85,70,107.798977
13.9,56,107.853809
69.25,65,107.919589
32.4,30,107.952573
41.2,68,108.022809
51.75,55,108.082861
26.1,56,108.144651
14.0,70,108.218303
24.9,56,108.276655
36.25,50,108.333197
34.25,70,108.407588
-4.15,49,108.747031
38.15,57,108.804318
45.15,68,108.873385
-1.9,49,108.924041
20.0,55,108.986394
1.9,51,109.046301
21.9,70,109.124975
4.3,56,109.187661
4.25,55,109.245627
9.9,51,109.30313
40.05,52,109.359966
-5.05,38,109.402698
35.0,70,109.475477
3.05,49,109.529379
9.5,55,109.590536
8.35,57,109.650265
33.7,68,109.729583
-1.05,43,109.775559
36.1,70,109.845234
10.2,58,109.904795
19.75,50,109.954518
-3.05,43,110.001149
-19.4,27,110.031082
17.7,70,110.110428
23.15,62,110.177151
25.3,52,110.233497
27.95,68,110.307828
38.95,53,110.362513
28.35,54,110.420085
-21.45,20,110.441569
10.25,55,110.502689
17.5,52,110.559737
56.7,56,110.620971
23.3,70,110.700841
37.0,64,110.771122
-9.05,3,110.774908
35.75,69,110.843667
24.45,68,111.011693
19.95,52,111.36502
56.85,55,111.426816
3.0,60,112.6414
7.4,56,112.70524
16.05,62,112.770594
25.95,37,112.811692
19.0,49,112.861072
26.75,55,112.917793
19.05,52,112.970298
43.0,57,113.031341
9.05,52,113.084069
17.55,69,113.166115
48.05,37,113.204203
37.0,70,113.283372
34.75,70,113.361271
49.85,65,113.434898
75.5,55,113.496739
37.35,70,113.574168
0.35,49,113.632401
63.05,65,113.703268
33.1,30,113.736769
22.2,65,113.804765
1.3,57,113.868664
17.0,70,113.940755
18.2,43,113.990394
27.6,54,114.04915
13.65,59,114.111032
31.9,51,114.169189
33.05,57,114.228147
35.2,63,114.297806
25.8,52,114.35349
29.25,70,114.427576
39.25,37,114.46746
17.35,52,114.525134
-4.05,38,114.56714
44.4,56,114.62769
15.8,52,114.685599
-3.9,49,115.019981
45.55,65,115.090795
28.95,70,115.168689
18.15,56,115.230086
86.95,50,115.28384
13.4,56,115.347034
16.8,49,115.400314
1.9,51,115.460422
13.2,58,115.52387
22.7,70,115.598625
34.95,63,115.665593
9.0,70,115.740151
19.2,70,115.814442
34.95,53,115.869424
35.95,63,115.933718
6.2,63,115.998367
2.6,49,116.052318
2.7,57,116.111076
6.85,54,116.16805
-1.6,43,116.212483
21.6,57,116.276468
58.05,57,116.335105
12.4,56,116.397533
24.85,57,116.461347
-3.7,26,116.490612
-1.35,49,116.546925
63.0,68,116.620394
60.25,70,116.694611
-7.55,43,116.741076
3.65,52,116.807972
15.8,37,116.89227
12.2,70,116.965419
54.75,55,117.025959
34.45,53,117.079463
36.1,64,117.152392
25.85,70,117.228289
4.5,27,117.549905
34.15,51,117.607285
16.6,52,117.663952
10.15,51,117.718631
-0.3,43,117.764738
43.45,68,117.838407
-19.85,26,117.866616
30.85,70,117.943551
51.15,61,118.007286
39.25,57,118.070401
5.05,52,118.125352
7.0,50,118.185116
42.9,57,118.249301
35.25,30,118.282686
-25.6,16,118.29991
36.7,63,118.371943
14.35,22,118.39707
58.05,69,118.477302
21.75,70,118.553049
7.3,63,118.621228
-5.55,43,118.672083
50.85,53,118.729804
20.25,70,118.804292
16.8,62,118.867071
-18.8,27,118.895834
34.0,62,118.960088
11.55,57,119.020813
-13.95,27,119.050362
11.55,62,119.117361
18.85,70,119.196465
-21.35,20,119.218697
13.2,56,119.279025
18.35,59,119.341708
25.1,69,119.420702
11.4,56,119.479015
29.95,30,119.511702
1.15,51,119.566529
30.2,70,119.641309
13.5,59,119.705778
60.6,69,119.778196
9.15,51,120.118279
8.15,56,120.183844
6.95,61,120.249587
18.2,71,120.324607
11.75,55,120.386923
30.75,55,120.449518
52.4,69,120.528315
33.4,63,120.600021
24.55,51,120.656208
32.05,57,120.721625
-9.05,43,120.769401
41.6,65,120.837168
25.5,61,120.902309
20.9,49,120.95596
22.7,49,121.008702
18.3,62,121.074711
11.85,57,121.138068
19.75,56,121.198453
17.6,69,121.273492
26.65,71,121.353009
-1.65,49,121.405142
21.4,51,121.461598
75.25,55,121.522957
55.35,69,121.595357
-3.05,43,121.641254
-4.05,38,121.681967
14.25,77,121.760416
6.5,58,121.81715
24.3,68,121.887249
-20.65,26,121.913331
14.55,57,121.972329
-10.2,43,122.018837
17.8,52,122.076837
46.7,68,122.149289
15.25,70,122.225519
7.5,55,122.572303
15.0,52,122.631174
32.35,65,122.70088
15.5,22,122.724283
9.9,56,122.784953
21.15,69,122.857321
11.95,59,122.920257
14.2,22,122.945265
42.1,69,123.020899
24.2,51,123.074077
15.2,77,123.166103
46.9,37,123.208606
7.3,59,123.271449
40.7,68,123.348344
21.15,71,123.428853
1.85,55,123.489968
38.15,53,123.548216
19.55,70,123.627793
7.55,52,123.685367
60.1,69,123.757342
57.15,62,123.826072
24.25,61,123.890147
12.45,59,123.95262
12.75,15,123.969021
26.75,65,124.041804
16.55,62,124.107433
28.75,70,124.186181
14.75,70,124.263222
38.35,59,124.327425
2.1,50,124.384359
42.15,70,124.463717
34.0,55,124.523164
32.4,51,124.580844
33.25,70,124.659086
26.4,57,125.848363
20.95,43,125.891644
29.5,55,126.234397
39.3,52,126.294112
40.65,49,126.350497
0.4,52,126.407051
65.85,69,126.48407
-13.95,27,126.513826
-7.0,38,126.558949
27.5,51,126.618102
15.75,22,126.640884
24.8,55,126.699601
36.5,40,126.73998
12.75,65,126.807943
40.7,52,126.863151
11.95,15,126.880015
8.8,57,126.938167
-1.15,49,126.991795
10.4,51,127.048171
56.45,63,127.117266
8.65,51,127.171376
0.6,49,127.231513
19.05,52,127.288379
18.35,57,127.346718
17.8,59,127.413425
16.05,62,127.47916
21.15,51,127.53426
15.4,54,127.590562
-0.7,43,127.639216
70.85,55,127.699181
72.85,69,127.774237
56.3,77,127.855313
25.4,70,127.927284
24.75,65,127.996606
-4.05,52,128.05285
34.25,30,128.084916
54.4,69,128.159475
6.25,55,128.219763
21.3,57,128.282771
53.35,69,128.360012
48.0,65,128.429835
12.05,52,128.77795
31.25,55,128.837489
18.35,39,128.883113
9.8,57,128.943272
31.75,70,129.02443
22.6,69,129.105032
38.65,57,129.168345
42.6,70,129.244954
22.1,69,129.319556
47.1,65,129.392297
7.15,52,129.451456
34.25,65,129.523743
5.55,56,129.585657
22.3,49,129.643583
5.05,55,129.705162
-2.65,49,129.758615
26.75,70,129.838166
25.6,69,129.9088
4.55,57,129.967428
22.85,65,130.041778
28.25,51,130.096081
25.65,65,130.168608
7.75,71,130.24607
34.9,56,130.306136
22.4,65,130.378117
27.9,70,130.46109
36.9,57,130.528221
12.75,52,130.585021
12.25,55,130.646762
36.85,69,130.721325
36.9,56,130.780664
11.75,61,130.848557
16.9,43,130.892672
20.75,65,130.957865
42.9,51,131.301125
29.3,52,131.359461
-0.45,52,131.415908
20.7,49,131.468498
10.0,51,131.521733
41.9,51,131.576836
12.45,56,131.636271
15.15,61,131.703021
20.55,52,131.7577
15.1,22,131.781185
13.75,57,131.841593
29.75,70,131.913862
27.4,71,131.988438
42.6,64,132.060001
15.4,62,132.128045
39.0,70,132.205291
52.1,57,132.270883
16.4,56,132.332352
-2.1,49,132.386918
6.85,63,132.455105
13.9,56,132.516582
11.9,56,132.575845
-2.15,50,132.62913
34.65,57,132.688593
32.75,70,132.762148
3.85,49,132.81105
34.85,53,132.866173
6.25,55,132.920864
34.25,70,132.993285
42.4,56,133.051653
55.25,55,133.1087
14.0,55,133.169211
-14.2,27,133.198531
13.7,37,133.250475
45.8,52,133.310988
13.35,57,133.374366
15.8,51,133.434229
12.25,55,133.499496
25.5,70,133.883538
7.65,55,133.944288
24.75,65,134.01742
11.45,55,134.078421
10.5,60,134.144532
40.35,51,134.205451
36.45,59,134.268712
-9.8,43,134.315304
1.25,50,134.371198
22.55,52,134.429039
-0.5,50,134.491436
-5.45,17,134.515352
40.3,68,134.59742
-4.7,17,134.620628
66.95,68,134.709281
33.3,70,134.794774
27.5,50,134.857377
-4.8,43,134.973015
68.75,65,135.060366
44.75,70,135.149287
31.0,55,135.215814
1.85,49,135.277481
33.55,50,135.339582
26.45,57,135.409652
24.5,70,135.497885
17.75,70,135.58528
34.75,65,135.669794
2.75,50,135.731604
69.25,65,135.810937
39.85,69,135.895168
9.45,70,135.977868
29.25,70,136.062682
8.65,56,136.134221
16.3,62,136.209102
10.8,57,136.289385
53.85,69,136.42053
6.8,57,136.84954
52.3,68,136.933335
15.05,37,136.978313
37.5,70,137.066982
43.05,57,137.140403
11.95,63,137.218901
39.7,68,137.302138
22.8,52,137.367981
21.0,50,137.429679
-2.95,43,137.48476
36.7,63,137.559717
-25.6,16,137.581127
41.0,65,137.665848
56.25,55,137.734502
18.7,56,137.805974
37.3,39,137.857841
56.85,69,137.940459
-20.8,20,137.967289
18.7,52,138.027406
57.65,53,138.088124
35.3,77,138.16935
18.05,52,138.226428
0.85,54,138.289578
22.1,65,138.356241
65.6,59,138.417724
10.4,51,138.471721
10.65,51,138.526602
56.6,69,138.600421
38.45,53,138.659442
16.2,43,138.705626
40.2,59,138.764861
49.4,71,139.881249
15.0,70,139.952637
-9.05,3,139.956508
6.0,55,140.016709
21.9,55,140.07551
34.35,62,140.139831
22.25,50,140.193247
18.25,70,140.561175
17.7,50,140.616517
36.2,69,140.689923
-1.55,52,140.746661
47.2,68,140.818599
5.15,51,140.871336
34.15,49,140.922354
-26.8,16,140.938785
61.1,69,141.01095
18.3,57,141.075013
23.3,57,141.135938
40.3,54,141.192327
46.25,70,141.268474
-0.3,43,141.312061
1.0,50,141.366891
35.55,64,141.434898
43.05,52,141.490324
17.85,39,141.529757
14.65,61,141.594817
-5.35,38,141.636445
67.1,69,141.714259
18.45,56,141.772219
25.4,57,141.829013
42.7,68,141.900496
51.9,50,141.950142
53.45,69,142.021084
6.9,56,142.114005
33.15,51,142.209767
26.45,68,142.285436
29.8,55,142.343034
10.55,57,142.403749
14.9,62,142.467935
25.2,69,142.541814
-1.4,49,142.594239
12.2,56,142.651838
35.3,77,142.733596
26.25,70,143.089069
60.75,65,143.160494
18.85,50,143.215413
20.3,57,143.276457
10.2,55,143.337145
18.6,39,143.377429
0.45,27,143.406086
21.0,57,143.465751
56.95,57,143.52985
62.1,64,143.595227
26.0,70,143.667604
27.7,65,143.737039
8.3,52,143.791677
3.6,49,143.840477
19.9,52,143.892788
25.3,57,143.949405
38.25,51,144.002665
26.9,56,144.061649
-25.6,16,144.079122
33.6,61,144.14329
23.45,70,144.219216
20.25,70,144.296018
34.5,70,144.370681
9.3,52,144.425318
27.7,50,144.480019
17.0,43,144.526473
30.3,77,144.609471
-0.15,49,144.661743
51.3,52,144.719697
8.95,63,144.78194
68.5,65,144.846682
20.4,56,144.903493
-13.25,3,144.907253
13.75,55,144.960673
17.35,69,145.032285
16.5,70,145.10743
20.7,70,145.469939
65.6,59,145.538117
40.0,70,145.610294
67.5,70,145.687116
40.2,69,145.760244
30.4,61,145.820846
-1.4,49,145.8703
14.4,51,145.922521
43.5,59,145.9836
8.15,51,146.036502
-16.55,27,146.067074
19.9,56,146.126167
56.1,69,146.201894
20.0,70,146.276305
15.8,37,146.315718
55.6,69,146.386793
35.0,30,146.419687
26.85,49,146.469782
-17.4,26,146.498106
18.55,70,146.572183
51.0,55,146.629596
11.6,61,146.692604
26.5,65,146.760811
2.85,49,146.811285
36.45,68,146.879897
9.25,55,146.935373
2.75,50,146.987353
11.45,54,147.046585
5.6,56,147.108796
65.3,57,147.170402
-0.0,20,147.192027
43.25,70,147.270779
30.95,51,147.326801
19.0,65,147.393587
18.5,55,147.45439
53.5,30,147.488453
83.8,65,147.562669
29.4,71,147.638869
8.25,15,147.937367
53.35,69,148.013885
39.25,70,148.091299
-18.55,26,148.118758
43.25,68,148.192099
33.5,65,148.260932
-9.05,3,148.265204
3.3,52,148.321739
5.7,54,148.380016
9.5,63,148.447253
23.6,52,148.502048
-20.7,20,148.52389
11.5,55,148.585599
10.15,59,148.64715
20.75,52,148.702877
7.55,51,148.756068
13.85,51,148.808287
5.05,52,148.861398
14.15,56,148.918095
-0.25,50,148.967969
5.1,52,149.024848
37.3,77,149.108576
10.45,56,149.165747
1.0,50,149.218829
24.75,70,149.292811
16.45,43,149.339247
26.4,51,149.397842
10.45,57,149.45913
54.45,55,149.520983
64.8,70,149.596005
19.4,51,149.651665
4.5,55,149.706815
3.15,51,149.759984
39.15,57,149.818317
19.2,50,149.867448
64.3,65,149.933866
56.6,69,150.006551
29.65,54,150.06487
52.5,55,150.413524
37.2,63,150.481524
35.55,68,150.561811
32.35,77,150.641035
20.5,70,150.715103
56.4,52,150.76745
40.85,69,150.835704
5.25,55,150.894057
14.2,52,150.94514
19.35,49,150.996086
44.25,70,151.068393
53.4,51,151.125299
3.65,57,151.186079
33.95,50,151.241706
45.35,37,151.281295
10.85,37,151.319674
15.3,70,151.394978
57.1,69,151.466122
9.65,51,151.52047
51.35,69,151.594684
9.4,51,151.648457
13.0,55,151.706588
14.2,43,151.750265
38.05,56,151.80648
17.95,57,151.864502
11.5,61,152.969004
19.2,65,153.035669
-1.9,49,153.088176
28.0,51,153.14095
20.55,77,153.223478
12.8,69,153.296681
58.8,57,153.356344
16.6,69,153.430358
17.4,71,153.506689
-28.15,16,153.52429
57.4,64,153.594899
9.95,62,153.94009
-1.2,20,153.960993
38.1,69,154.035207
-4.05,43,154.080796
23.2,52,154.137958
11.95,62,154.210372
7.0,70,154.288312
18.1,70,154.365164
58.25,55,154.423904
20.85,69,154.49958
16.3,62,154.568919
69.25,65,154.640387
6.7,56,154.69898
7.9,51,154.752518
14.05,57,154.810486
14.8,62,154.873843
56.25,52,154.924437
64.1,70,154.997716
15.5,51,155.050998
21.25,70,155.124027
41.95,70,155.199433
9.95,58,155.261906
9.0,15,155.278122
33.8,54,155.336314
32.25,55,155.396007
38.55,52,155.453596
12.75,15,155.471456
56.35,65,155.541116
4.25,55,155.602385
23.95,43,155.645983
13.7,22,155.671289
39.55,70,155.743539
61.75,65,155.811468
22.8,52,155.862208
15.05,62,155.924261
64.25,70,155.996669
23.75,70,156.46373
15.05,56,156.525652
9.1,55,156.58947
2.35,49,156.649351
10.55,61,156.714076
57.15,39,156.757429
39.35,56,156.815473
51.75,70,156.885954
25.75,65,156.950413
12.9,61,157.015557
83.7,69,157.091485
33.55,51,157.147025
8.55,15,157.165602
66.65,70,157.243301
4.55,50,157.296866
7.65,51,157.350464
0.4,49,157.405005
10.45,63,157.472898
30.0,70,157.546521
-15.25,27,157.580265
30.25,70,157.65389
77.8,57,157.71548
13.7,22,157.738211
-8.5,16,157.755014
7.25,56,157.815659
14.5,37,157.854731
7.55,56,157.9124
15.05,57,157.970118
23.85,69,158.042256
16.95,69,158.113734
32.5,70,158.186367
9.25,55,158.245473
64.05,70,158.319668
2.05,51,158.373423
29.85,51,158.428175
37.75,68,158.500191
39.7,53,158.55767
27.15,51,158.612413
7.65,56,159.02188
58.85,68,159.094378
50.05,55,159.157044
26.95,60,159.226411
29.3,50,159.278514
-0.4,49,159.328357
20.3,62,159.39632
58.35,64,159.463888
6.75,70,159.542137
9.9,51,159.600693
68.8,69,159.675378
41.25,65,159.740593
25.5,50,159.792964
51.75,55,159.850273
21.6,49,159.904534
31.55,52,159.959831
39.95,65,160.029035
50.2,55,160.091447
29.25,70,160.167355
12.65,56,160.235195
0.5,50,160.287586
56.95,53,160.343725
83.75,65,160.414118
8.3,52,160.469119
36.5,50,160.522668
33.95,51,160.57585
28.9,71,160.6563
62.65,59,160.721295
8.2,49,160.770382
21.75,50,160.822794
16.2,43,160.86522
26.75,50,160.915574
18.0,57,160.972111
58.7,65,161.044127
25.35,70,161.118249
56.85,55,161.175037
6.8,63,161.528556
22.8,52,161.590336
35.0,50,161.64621
6.75,50,161.702234
18.8,52,161.757422
6.8,57,161.81725
56.65,70,161.889497
4.9,56,161.944641
36.45,63,162.012691
46.05,55,162.078164
15.9,22,162.101868
-2.55,55,162.157357
56.2,64,162.226814
7.6,54,162.284001
26.3,71,162.358962
21.25,55,162.418974
42.3,57,162.478963
-9.05,3,162.483922
29.95,51,162.536418
9.1,52,162.59266
32.75,55,162.651402
1.6,49,162.703119
9.65,51,162.758302
9.4,51,162.812101
26.15,70,162.881783
52.0,70,162.953427
6.4,56,163.011551
22.3,52,163.067205
53.65,69,163.141443
5.4,56,163.201353
12.3,57,163.261435
40.9,56,163.318209
-25.6,16,163.337039
47.6,49,163.387625
3.1,49,163.441496
1.05,49,163.492566
-4.2,52,163.546691
18.85,69,163.619824
-20.15,20,163.641138
54.25,65,163.988547
33.2,37,164.034969
40.5,56,164.094839
33.35,50,164.149708
12.4,58,164.214303
70.8,69,164.28826
38.2,64,164.35288
34.8,57,164.413807
6.3,52,164.468698
7.4,56,164.529319
26.5,71,164.603675
20.25,50,164.659691
20.25,50,164.711904
22.35,49,164.761962
10.4,51,164.816426
-6.05,26,164.842515
39.2,57,164.901385
60.4,69,164.969896
22.75,56,165.031076
3.25,55,165.088077
24.6,49,165.141615
40.4,56,165.200836
44.1,68,166.444457
27.4,37,166.483354
15.75,70,166.557829
32.9,62,166.625612
-2.2,52,166.679004
32.3,63,166.747718
22.7,55,166.801455
19.85,52,166.856873
5.55,57,166.913875
58.65,53,166.966997
22.1,69,167.04242
-5.25,43,167.08694
5.85,49,167.141376
51.5,69,167.216234
39.25,68,167.574009
2.55,56,167.637002
6.55,57,167.698386
12.3,52,167.751982
-0.5,49,167.800879
-8.25,38,167.8395
19.25,65,167.909221
45.25,65,167.975989
6.4,56,168.034447
45.35,59,168.098213
4.45,50,168.150079
25.6,51,168.204454
25.75,71,168.280853
19.0,69,168.352103
23.4,65,168.421352
13.7,51,168.476888
14.6,57,168.536226
6.4,56,168.59607
20.35,69,168.67077
33.75,30,168.705362
21.8,71,168.777068
23.8,69,168.849596
29.1,51,168.902603
-6.65,50,168.952971
13.65,57,169.014973
25.9,49,169.066475
29.05,57,169.128957
59.1,64,169.197845
20.15,70,169.272773
48.15,51,169.33001
-1.7,49,169.382689
1.9,55,169.442423
20.1,49,169.497461
33.2,63,169.565577
-6.95,43,169.611074
63.75,65,169.682984
3.1,49,169.736453
26.35,55,170.08062
29.75,15,170.096941
2.85,54,170.156022
64.35,69,170.229518
-5.0,43,170.276211
25.25,70,170.348944
13.7,22,170.373819
23.95,49,170.426656
22.75,52,170.485165
50.35,69,170.556506
14.5,37,170.598685
0.9,51,170.652973
38.55,57,170.714261
19.4,56,170.771564
37.35,54,170.826815
16.05,52,170.879373
0.15,52,170.932797
-1.1,50,170.982014
25.8,65,171.051062
8.6,51,171.105196
20.35,69,171.176781
28.75,70,171.249891
8.4,57,171.31025
11.65,61,171.374336
38.05,52,171.430296
50.85,69,171.502468
28.05,37,171.541381
5.5,56,171.599794
28.05,57,171.66188
7.9,56,171.719961
-4.75,43,171.765103
11.2,55,171.819006
5.75,50,171.870068
16.05,62,171.931182
29.45,55,171.987825
13.95,37,172.027944
9.65,51,172.086875
36.2,63,172.158625
54.15,69,172.522343
9.3,57,172.588391
15.95,70,172.663628
1.45,49,172.718297
-2.4,49,172.769441
40.05,56,172.825961
13.05,57,172.88582
14.25,37,172.923949
40.1,64,172.990399
-5.15,43,173.034984
69.5,65,173.10678
13.95,58,173.169081
0.6,27,173.199133
